,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,diesel,gas,aspiration-std,aspiration-turbo
0,3,122.0,alfa-romero,two,convertible,rwd,front,88.6,168.8,64.1,0.8160535117056856,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111.0,5000,21,8.703703703703704,13495,0.0,1.0,1.0,0.0
1,3,122.0,alfa-romero,two,convertible,rwd,front,88.6,168.8,64.1,0.8160535117056856,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111.0,5000,21,8.703703703703704,16500,0.0,1.0,1.0,0.0
2,1,122.0,alfa-romero,two,hatchback,rwd,front,94.5,171.2,65.5,0.8762541806020067,2823,ohcv,six,152,mpfi,2.68,3.47,9.0,154.0,5000,19,9.038461538461538,16500,0.0,1.0,1.0,0.0
3,2,164,audi,four,sedan,fwd,front,99.8,176.6,66.2,0.9080267558528428,2337,ohc,four,109,mpfi,3.19,3.40,10.0,102.0,5500,24,7.833333333333333,13950,0.0,1.0,1.0,0.0
4,2,164,audi,four,sedan,4wd,front,99.4,176.6,66.4,0.9080267558528428,2824,ohc,five,136,mpfi,3.19,3.40,8.0,115.0,5500,18,10.681818181818182,17450,0.0,1.0,1.0,0.0
5,2,122.0,audi,two,sedan,fwd,front,99.8,177.3,66.3,0.8879598662207359,2507,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,9.4,15250,0.0,1.0,1.0,0.0
6,1,158,audi,four,sedan,fwd,front,105.8,192.7,71.4,0.931438127090301,2844,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,9.4,17710,0.0,1.0,1.0,0.0
7,1,122.0,audi,four,wagon,fwd,front,105.8,192.7,71.4,0.931438127090301,2954,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,9.4,18920,0.0,1.0,1.0,0.0
8,1,158,audi,four,sedan,fwd,front,105.8,192.7,71.4,0.9347826086956522,3086,ohc,five,131,mpfi,3.13,3.40,8.3,140.0,5500,17,11.75,23875,0.0,1.0,0.0,1.0
9,0,122.0,audi,two,hatchback,4wd,front,99.5,178.2,67.9,0.8695652173913044,3053,ohc,five,131,mpfi,3.13,3.40,7.0,160.0,5500,16,10.681818181818182,,0.0,1.0,0.0,1.0
10,2,192,bmw,two,sedan,rwd,front,101.2,176.8,64.8,0.9080267558528428,2395,ohc,four,108,mpfi,3.50,2.80,8.8,101.0,5800,23,8.10344827586207,16430,0.0,1.0,1.0,0.0
11,0,192,bmw,four,sedan,rwd,front,101.2,176.8,64.8,0.9080267558528428,2395,ohc,four,108,mpfi,3.50,2.80,8.8,101.0,5800,23,8.10344827586207,16925,0.0,1.0,1.0,0.0
12,0,188,bmw,two,sedan,rwd,front,101.2,176.8,64.8,0.9080267558528428,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250,21,8.392857142857142,20970,0.0,1.0,1.0,0.0
13,0,188,bmw,four,sedan,rwd,front,101.2,176.8,64.8,0.9080267558528428,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250,21,8.392857142857142,21105,0.0,1.0,1.0,0.0
14,1,122.0,bmw,four,sedan,rwd,front,103.5,189.0,66.9,0.931438127090301,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250,20,9.4,24565,0.0,1.0,1.0,0.0
15,0,122.0,bmw,four,sedan,rwd,front,103.5,189.0,66.9,0.931438127090301,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400,16,10.681818181818182,30760,0.0,1.0,1.0,0.0
16,0,122.0,bmw,two,sedan,rwd,front,103.5,193.8,67.9,0.8979933110367894,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400,16,10.681818181818182,41315,0.0,1.0,1.0,0.0
17,0,122.0,bmw,four,sedan,rwd,front,110.0,197.0,70.9,0.9414715719063546,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400,15,11.75,36880,0.0,1.0,1.0,0.0
18,2,121,chevrolet,two,hatchback,fwd,front,88.4,141.1,60.3,0.8896321070234114,1488,l,three,61,2bbl,2.91,3.03,9.5,48.0,5100,47,4.433962264150943,5151,0.0,1.0,1.0,0.0
19,1,98,chevrolet,two,hatchback,fwd,front,94.5,155.9,63.6,0.8695652173913044,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400,38,5.465116279069767,6295,0.0,1.0,1.0,0.0
20,0,81,chevrolet,four,sedan,fwd,front,94.5,158.8,63.6,0.8695652173913044,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400,38,5.465116279069767,6575,0.0,1.0,1.0,0.0
21,1,118,dodge,two,hatchback,fwd,front,93.7,157.3,63.8,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68.0,5500,37,5.7317073170731705,5572,0.0,1.0,1.0,0.0
22,1,118,dodge,two,hatchback,fwd,front,93.7,157.3,63.8,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,6.184210526315789,6377,0.0,1.0,1.0,0.0
23,1,118,dodge,two,hatchback,fwd,front,93.7,157.3,63.8,0.8494983277591973,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500,24,7.833333333333333,7957,0.0,1.0,0.0,1.0
24,1,148,dodge,four,hatchback,fwd,front,93.7,157.3,63.8,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,6.184210526315789,6229,0.0,1.0,1.0,0.0
25,1,148,dodge,four,sedan,fwd,front,93.7,157.3,63.8,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,6.184210526315789,6692,0.0,1.0,1.0,0.0
26,1,148,dodge,four,sedan,fwd,front,93.7,157.3,63.8,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,6.184210526315789,7609,0.0,1.0,1.0,0.0
27,1,148,dodge,,sedan,fwd,front,93.7,157.3,63.8,0.8461538461538463,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500,24,7.833333333333333,8558,0.0,1.0,0.0,1.0
28,-1,110,dodge,four,wagon,fwd,front,103.3,174.6,64.6,1.0,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88.0,5000,24,7.833333333333333,8921,0.0,1.0,1.0,0.0
29,3,145,dodge,two,hatchback,fwd,front,95.9,173.2,66.3,0.8394648829431439,2811,ohc,four,156,mfi,3.60,3.90,7.0,145.0,5000,19,9.791666666666666,12964,0.0,1.0,0.0,1.0
30,2,137,honda,two,hatchback,fwd,front,86.6,144.6,63.9,0.8494983277591973,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58.0,4800,49,4.351851851851852,6479,0.0,1.0,1.0,0.0
31,2,137,honda,two,hatchback,fwd,front,86.6,144.6,63.9,0.8494983277591973,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000,31,6.184210526315789,6855,0.0,1.0,1.0,0.0
32,1,101,honda,two,hatchback,fwd,front,93.7,150.0,64.0,0.8795986622073579,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60.0,5500,38,5.595238095238095,5399,0.0,1.0,1.0,0.0
33,1,101,honda,two,hatchback,fwd,front,93.7,150.0,64.0,0.8795986622073579,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000,30,6.911764705882353,6529,0.0,1.0,1.0,0.0
34,1,101,honda,two,hatchback,fwd,front,93.7,150.0,64.0,0.8795986622073579,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000,30,6.911764705882353,7129,0.0,1.0,1.0,0.0
35,0,110,honda,four,sedan,fwd,front,96.5,163.4,64.0,0.911371237458194,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000,30,6.911764705882353,7295,0.0,1.0,1.0,0.0
36,0,78,honda,four,wagon,fwd,front,96.5,157.1,63.9,0.9749163879598662,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76.0,6000,30,6.911764705882353,7295,0.0,1.0,1.0,0.0
37,0,106,honda,two,hatchback,fwd,front,96.5,167.5,65.2,0.8913043478260869,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800,27,7.121212121212121,7895,0.0,1.0,1.0,0.0
38,0,106,honda,two,hatchback,fwd,front,96.5,167.5,65.2,0.8913043478260869,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800,27,7.121212121212121,9095,0.0,1.0,1.0,0.0
39,0,85,honda,four,sedan,fwd,front,96.5,175.4,65.2,0.9046822742474917,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800,27,7.121212121212121,8845,0.0,1.0,1.0,0.0
40,0,85,honda,four,sedan,fwd,front,96.5,175.4,62.5,0.9046822742474917,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800,27,7.121212121212121,10295,0.0,1.0,1.0,0.0
41,0,85,honda,four,sedan,fwd,front,96.5,175.4,65.2,0.9046822742474917,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101.0,5800,24,8.392857142857142,12945,0.0,1.0,1.0,0.0
42,1,107,honda,two,sedan,fwd,front,96.5,169.1,66.0,0.8528428093645485,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100.0,5500,25,7.580645161290323,10345,0.0,1.0,1.0,0.0
43,0,122.0,isuzu,four,sedan,rwd,front,94.3,170.7,61.8,0.8946488294314382,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78.0,4800,24,8.10344827586207,6785,0.0,1.0,1.0,0.0
44,1,122.0,isuzu,two,sedan,fwd,front,94.5,155.9,63.6,0.8695652173913044,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400,38,5.465116279069767,,0.0,1.0,1.0,0.0
45,0,122.0,isuzu,four,sedan,fwd,front,94.5,155.9,63.6,0.8695652173913044,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400,38,5.465116279069767,,0.0,1.0,1.0,0.0
46,2,122.0,isuzu,two,hatchback,rwd,front,96.0,172.6,65.2,0.8595317725752508,2734,ohc,four,119,spfi,3.43,3.23,9.2,90.0,5000,24,8.10344827586207,11048,0.0,1.0,1.0,0.0
47,0,145,jaguar,four,sedan,rwd,front,113.0,199.6,69.6,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750,15,12.368421052631579,32250,0.0,1.0,1.0,0.0
48,0,122.0,jaguar,four,sedan,rwd,front,113.0,199.6,69.6,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750,15,12.368421052631579,35550,0.0,1.0,1.0,0.0
49,0,122.0,jaguar,two,sedan,rwd,front,102.0,191.7,70.6,0.7993311036789298,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262.0,5000,13,13.823529411764707,36000,0.0,1.0,1.0,0.0
50,1,104,mazda,two,hatchback,fwd,front,93.1,159.1,64.2,0.9046822742474917,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000,30,7.580645161290323,5195,0.0,1.0,1.0,0.0
51,1,104,mazda,two,hatchback,fwd,front,93.1,159.1,64.2,0.9046822742474917,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000,31,6.184210526315789,6095,0.0,1.0,1.0,0.0
52,1,104,mazda,two,hatchback,fwd,front,93.1,159.1,64.2,0.9046822742474917,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000,31,6.184210526315789,6795,0.0,1.0,1.0,0.0
53,1,113,mazda,four,sedan,fwd,front,93.1,166.8,64.2,0.9046822742474917,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000,31,6.184210526315789,6695,0.0,1.0,1.0,0.0
54,1,113,mazda,four,sedan,fwd,front,93.1,166.8,64.2,0.9046822742474917,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68.0,5000,31,6.184210526315789,7395,0.0,1.0,1.0,0.0
55,3,150,mazda,two,hatchback,rwd,front,95.3,169.0,65.7,0.8294314381270904,2380,rotor,two,70,4bbl,3.3297512437810957,3.2554228855721337,9.4,101.0,6000,17,10.217391304347826,10945,0.0,1.0,1.0,0.0
56,3,150,mazda,two,hatchback,rwd,front,95.3,169.0,65.7,0.8294314381270904,2380,rotor,two,70,4bbl,3.3297512437810957,3.2554228855721337,9.4,101.0,6000,17,10.217391304347826,11845,0.0,1.0,1.0,0.0
57,3,150,mazda,two,hatchback,rwd,front,95.3,169.0,65.7,0.8294314381270904,2385,rotor,two,70,4bbl,3.3297512437810957,3.2554228855721337,9.4,101.0,6000,17,10.217391304347826,13645,0.0,1.0,1.0,0.0
58,3,150,mazda,two,hatchback,rwd,front,95.3,169.0,65.7,0.8294314381270904,2500,rotor,two,80,mpfi,3.3297512437810957,3.2554228855721337,9.4,135.0,6000,16,10.217391304347826,15645,0.0,1.0,1.0,0.0
59,1,129,mazda,two,hatchback,fwd,front,98.8,177.8,66.5,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,7.34375,8845,0.0,1.0,1.0,0.0
60,0,115,mazda,four,sedan,fwd,front,98.8,177.8,66.5,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,7.34375,8495,0.0,1.0,1.0,0.0
61,1,129,mazda,two,hatchback,fwd,front,98.8,177.8,66.5,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,7.34375,10595,0.0,1.0,1.0,0.0
62,0,115,mazda,four,sedan,fwd,front,98.8,177.8,66.5,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,7.34375,10245,0.0,1.0,1.0,0.0
63,0,122.0,mazda,,sedan,fwd,front,98.8,177.8,66.5,0.9280936454849499,2443,ohc,four,122,idi,3.39,3.39,22.7,64.0,4650,36,5.595238095238095,10795,1.0,0.0,1.0,0.0
64,0,115,mazda,four,hatchback,fwd,front,98.8,177.8,66.5,0.9280936454849499,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,7.34375,11245,0.0,1.0,1.0,0.0
65,0,118,mazda,four,sedan,rwd,front,104.9,175.0,66.1,0.9096989966555185,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120.0,5000,19,8.703703703703704,18280,0.0,1.0,1.0,0.0
66,0,122.0,mazda,four,sedan,rwd,front,104.9,175.0,66.1,0.9096989966555185,2700,ohc,four,134,idi,3.43,3.64,22.0,72.0,4200,31,6.0256410256410255,18344,1.0,0.0,1.0,0.0
67,-1,93,mercedes-benz,four,sedan,rwd,front,110.0,190.9,70.3,0.9448160535117057,3515,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350,22,9.4,25552,1.0,0.0,0.0,1.0
68,-1,93,mercedes-benz,four,wagon,rwd,front,110.0,190.9,70.3,0.9816053511705687,3750,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350,22,9.4,28248,1.0,0.0,0.0,1.0
69,0,93,mercedes-benz,two,hardtop,rwd,front,106.7,187.5,70.3,0.9180602006688964,3495,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350,22,9.4,28176,1.0,0.0,0.0,1.0
70,-1,93,mercedes-benz,four,sedan,rwd,front,115.6,202.6,71.7,0.9414715719063546,3770,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350,22,9.4,31600,1.0,0.0,0.0,1.0
71,-1,122.0,mercedes-benz,four,sedan,rwd,front,115.6,202.6,71.7,0.9448160535117057,3740,ohcv,eight,234,mpfi,3.46,3.10,8.3,155.0,4750,16,13.055555555555555,34184,0.0,1.0,1.0,0.0
72,3,142,mercedes-benz,two,convertible,rwd,front,96.6,180.3,70.5,0.8494983277591973,3685,ohcv,eight,234,mpfi,3.46,3.10,8.3,155.0,4750,16,13.055555555555555,35056,0.0,1.0,1.0,0.0
73,0,122.0,mercedes-benz,four,sedan,rwd,front,120.9,208.1,71.7,0.948160535117057,3900,ohcv,eight,308,mpfi,3.80,3.35,8.0,184.0,4500,14,14.6875,40960,0.0,1.0,1.0,0.0
74,1,122.0,mercedes-benz,two,hardtop,rwd,front,112.0,199.2,72.0,0.9264214046822743,3715,ohcv,eight,304,mpfi,3.80,3.35,8.0,184.0,4500,14,14.6875,45400,0.0,1.0,1.0,0.0
75,1,122.0,mercury,two,hatchback,rwd,front,102.7,178.4,68.0,0.9163879598662207,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175.0,5000,19,9.791666666666666,16503,0.0,1.0,0.0,1.0
76,2,161,mitsubishi,two,hatchback,fwd,front,93.7,157.3,64.4,0.8494983277591973,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500,37,5.7317073170731705,5389,0.0,1.0,1.0,0.0
77,2,161,mitsubishi,two,hatchback,fwd,front,93.7,157.3,64.4,0.8494983277591973,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500,31,6.184210526315789,6189,0.0,1.0,1.0,0.0
78,2,161,mitsubishi,two,hatchback,fwd,front,93.7,157.3,64.4,0.8494983277591973,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500,31,6.184210526315789,6669,0.0,1.0,1.0,0.0
79,1,161,mitsubishi,two,hatchback,fwd,front,93.0,157.3,63.8,0.8494983277591973,2145,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500,24,7.833333333333333,7689,0.0,1.0,0.0,1.0
80,3,153,mitsubishi,two,hatchback,fwd,front,96.3,173.0,65.4,0.8260869565217391,2370,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500,23,7.833333333333333,9959,0.0,1.0,0.0,1.0
81,3,153,mitsubishi,two,hatchback,fwd,front,96.3,173.0,65.4,0.8260869565217391,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000,25,7.34375,8499,0.0,1.0,1.0,0.0
82,3,122.0,mitsubishi,two,hatchback,fwd,front,95.9,173.2,66.3,0.8394648829431439,2833,ohc,four,156,spdi,3.58,3.86,7.0,145.0,5000,19,9.791666666666666,12629,0.0,1.0,0.0,1.0
83,3,122.0,mitsubishi,two,hatchback,fwd,front,95.9,173.2,66.3,0.8394648829431439,2921,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000,19,9.791666666666666,14869,0.0,1.0,0.0,1.0
84,3,122.0,mitsubishi,two,hatchback,fwd,front,95.9,173.2,66.3,0.8394648829431439,2926,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000,19,9.791666666666666,14489,0.0,1.0,0.0,1.0
85,1,125,mitsubishi,four,sedan,fwd,front,96.3,172.4,65.4,0.8628762541806021,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000,25,7.34375,6989,0.0,1.0,1.0,0.0
86,1,125,mitsubishi,four,sedan,fwd,front,96.3,172.4,65.4,0.8628762541806021,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000,25,7.34375,8189,0.0,1.0,1.0,0.0
87,1,125,mitsubishi,four,sedan,fwd,front,96.3,172.4,65.4,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500,23,7.833333333333333,9279,0.0,1.0,0.0,1.0
88,-1,137,mitsubishi,four,sedan,fwd,front,96.3,172.4,65.4,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500,23,7.833333333333333,9279,0.0,1.0,1.0,0.0
89,1,128,nissan,two,sedan,fwd,front,94.5,165.3,63.8,0.911371237458194,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,5499,0.0,1.0,1.0,0.0
90,1,128,nissan,two,sedan,fwd,front,94.5,165.3,63.8,0.911371237458194,2017,ohc,four,103,idi,2.99,3.47,21.9,55.0,4800,45,4.7,7099,1.0,0.0,1.0,0.0
91,1,128,nissan,two,sedan,fwd,front,94.5,165.3,63.8,0.911371237458194,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,6649,0.0,1.0,1.0,0.0
92,1,122,nissan,four,sedan,fwd,front,94.5,165.3,63.8,0.911371237458194,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,6849,0.0,1.0,1.0,0.0
93,1,103,nissan,four,wagon,fwd,front,94.5,170.2,63.8,0.8946488294314382,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,7349,0.0,1.0,1.0,0.0
94,1,128,nissan,two,sedan,fwd,front,94.5,165.3,63.8,0.911371237458194,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,7299,0.0,1.0,1.0,0.0
95,1,128,nissan,two,hatchback,fwd,front,94.5,165.6,63.8,0.8913043478260869,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,7799,0.0,1.0,1.0,0.0
96,1,122,nissan,four,sedan,fwd,front,94.5,165.3,63.8,0.911371237458194,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,7499,0.0,1.0,1.0,0.0
97,1,103,nissan,four,wagon,fwd,front,94.5,170.2,63.8,0.8946488294314382,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,7999,0.0,1.0,1.0,0.0
98,2,168,nissan,two,hardtop,fwd,front,95.1,162.4,63.8,0.8913043478260869,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,6.351351351351352,8249,0.0,1.0,1.0,0.0
99,0,106,nissan,four,hatchback,fwd,front,97.2,173.4,65.2,0.9147157190635452,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200,27,6.911764705882353,8949,0.0,1.0,1.0,0.0
100,0,106,nissan,four,sedan,fwd,front,97.2,173.4,65.2,0.9147157190635452,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200,27,6.911764705882353,9549,0.0,1.0,1.0,0.0
